Time,Data
8.5242 sec,-1.86037753225132
8.5252 sec,-1.87148237781657
8.5262 sec,-1.88256135759576
8.5272 sec,-1.89361353560151
8.5282 sec,-1.9046379781011
8.5292 sec,-1.9156337537074
8.5302 sec,-1.92659993346984
8.5312 sec,-1.93753559096499
8.5322 sec,-1.94843980238696
8.5332 sec,-1.95931164663752
8.5342 sec,-1.97015020541617
8.5352 sec,-1.98095456330965
8.5362 sec,-1.99172380788147
8.5372 sec,-2.00245702976102
8.5382 sec,-2.01315332273242
8.5392 sec,-2.02381178382308
8.5402 sec,-2.03443151339203
8.5412 sec,-2.04501161521783
8.5422 sec,-2.05555119658633
8.5432 sec,-2.0660493683779
8.5442 sec,-2.07650524515449
8.5452 sec,-2.08691794524627
8.5462 sec,-2.09728659083799
8.5472 sec,-2.10761030805489
8.5482 sec,-2.1178882270483
8.5492 sec,-2.12811948208086
8.5502 sec,-2.13830321161142
8.5512 sec,-2.14843855837933
8.5522 sec,-2.15852466948863
8.5532 sec,-2.16856069649164
8.5542 sec,-2.17854579547212
8.5552 sec,-2.18847912712814
8.5562 sec,-2.1983598568544
8.5572 sec,-2.20818715482415
8.5582 sec,-2.21796019607067
8.5592 sec,-2.22767816056825
8.5602 sec,-2.23734023331274
8.5612 sec,-2.24694560440167
8.5622 sec,-2.25649346911375
8.5632 sec,-2.26598302798804
8.5642 sec,-2.2754134869025
8.5652 sec,-2.28478405715214
8.5662 sec,-2.29409395552651
8.5672 sec,-2.30334240438684
8.5682 sec,-2.31252863174254
8.5692 sec,-2.32165187132716
8.5702 sec,-2.33071136267386
8.5712 sec,-2.33970635119033
8.5722 sec,-2.34863608823308
8.5732 sec,-2.35749983118124
8.5742 sec,-2.3662968435097
8.5752 sec,-2.37502639486181
8.5762 sec,-2.38368776112133
8.5772 sec,-2.39228022448386
8.5782 sec,-2.40080307352766
8.5792 sec,-2.40925560328393
8.5802 sec,-2.41763711530629
8.5812 sec,-2.42594691773982
8.5822 sec,-2.43418432538939
8.5832 sec,-2.44234865978731
8.5842 sec,-2.45043924926046
8.5852 sec,-2.45845542899659
8.5862 sec,-2.46639654111015
8.5872 sec,-2.4742619347073
8.5882 sec,-2.48205096595037
8.5892 sec,-2.48976299812148
8.5902 sec,-2.49739740168571
8.5912 sec,-2.50495355435335
8.5922 sec,-2.51243084114155
8.5932 sec,-2.5198286544353
8.5942 sec,-2.52714639404768
8.5952 sec,-2.5343834672793
8.5962 sec,-2.54153928897717
8.5972 sec,-2.5486132815927
8.5982 sec,-2.55560487523907
8.5992 sec,-2.56251350774781
8.6002 sec,-2.56933862472464
8.6012 sec,-2.57607967960457
8.6022 sec,-2.58273613370619
8.6032 sec,-2.58930745628533
8.6042 sec,-2.59579312458778
8.6052 sec,-2.60219262390133
8.6062 sec,-2.60850544760708
8.6072 sec,-2.61473109722981
8.6082 sec,-2.62086908248776
8.6092 sec,-2.62691892134142
8.6102 sec,-2.63288014004167
8.6112 sec,-2.63875227317702
8.6122 sec,-2.64453486372009
8.6132 sec,-2.65022746307328
8.6142 sec,-2.65582963111358
8.6152 sec,-2.6613409362366
8.6162 sec,-2.66676095539971
8.6172 sec,-2.67208927416447
8.6182 sec,-2.67732548673804
8.6192 sec,-2.68246919601396
8.6202 sec,-2.68752001361189
8.6212 sec,-2.69247755991662
8.6222 sec,-2.69734146411621
8.6232 sec,-2.70211136423922
8.6242 sec,-2.70678690719115
8.6252 sec,-2.71136774878993
8.6262 sec,-2.71585355380067
8.6272 sec,-2.72024399596936
8.6282 sec,-2.72453875805589
8.6292 sec,-2.72873753186601
8.6302 sec,-2.73284001828254
8.6312 sec,-2.73684592729561
8.6322 sec,-2.74075497803209
8.6332 sec,-2.74456689878404
8.6342 sec,-2.7482814270363
8.6352 sec,-2.75189830949324
8.6362 sec,-2.7554173021045
8.6372 sec,-2.75883817008992
8.6382 sec,-2.7621606879635
8.6392 sec,-2.76538463955651
8.6402 sec,-2.76850981803961
8.6412 sec,-2.77153602594415
8.6422 sec,-2.77446307518247
8.6432 sec,-2.77729078706734
8.6442 sec,-2.78001899233044
8.6452 sec,-2.78264753113993
8.6462 sec,-2.78517625311712
8.6472 sec,-2.78760501735217
8.6482 sec,-2.78993369241891
8.6492 sec,-2.79216215638866
8.6502 sec,-2.79429029684322
8.6512 sec,-2.79631801088682
8.6522 sec,-2.79824520515722
8.6532 sec,-2.80007179583583
8.6542 sec,-2.80179770865688
8.6552 sec,-2.80342287891571
8.6562 sec,-2.80494725147608
8.6572 sec,-2.80637078077653
8.6582 sec,-2.80769343083581
8.6592 sec,-2.80891517525741
8.6602 sec,-2.8100359972331
8.6612 sec,-2.81105588954551
8.6622 sec,-2.81197485456982
8.6632 sec,-2.81279290427451
8.6642 sec,-2.81351006022109
8.6652 sec,-2.81412635356297
8.6662 sec,-2.81464182504333
8.6672 sec,-2.8150565249921
8.6682 sec,-2.81537051332192
8.6692 sec,-2.81558385952327
8.6702 sec,-2.81569664265848
8.6712 sec,-2.81570895135504
8.6722 sec,-2.8156208837977
8.6732 sec,-2.81543254771986
8.6742 sec,-2.81514406039388
8.6752 sec,-2.81475554862046
8.6762 sec,-2.81426714871718
8.6772 sec,-2.81367900650597
8.6782 sec,-2.81299127729973
8.6792 sec,-2.81220412588797
8.6802 sec,-2.81131772652156
8.6812 sec,-2.8103322628965
8.6822 sec,-2.80924792813676
8.6832 sec,-2.80806492477625
8.6842 sec,-2.80678346473975
8.6852 sec,-2.80540376932304
8.6862 sec,-2.80392606917202
8.6872 sec,-2.80235060426089
8.6882 sec,-2.8006776238695
8.6892 sec,-2.79890738655972
8.6902 sec,-2.79704016015087
8.6912 sec,-2.79507622169427
8.6922 sec,-2.79301585744686
8.6932 sec,-2.79085936284395
8.6942 sec,-2.78860704247103
8.6952 sec,-2.78625921003463
8.6962 sec,-2.78381618833234
8.6972 sec,-2.78127830922196
8.6982 sec,-2.77864591358963
8.6992 sec,-2.77591935131719
8.7002 sec,-2.77309898124858
8.7012 sec,-2.77018517115536
8.7022 sec,-2.76717829770139
8.7032 sec,-2.76407874640658
8.7042 sec,-2.76088691160973
8.7052 sec,-2.75760319643063
8.7062 sec,-2.75422801273111
8.7072 sec,-2.75076178107538
8.7082 sec,-2.74720493068941
8.7092 sec,-2.7435578994195
8.7102 sec,-2.73982113368992
8.7112 sec,-2.73599508845983
8.7122 sec,-2.73208022717921
8.7132 sec,-2.72807702174405
8.7142 sec,-2.72398595245065
8.7152 sec,-2.71980750794911
8.7162 sec,-2.71554218519594
8.7172 sec,-2.71119048940593
8.7182 sec,-2.70675293400311
8.7192 sec,-2.70223004057096
8.7202 sec,-2.69762233880176
8.7212 sec,-2.69293036644519
8.7222 sec,-2.68815466925605
8.7232 sec,-2.68329580094127
8.7242 sec,-2.67835432310603
8.7252 sec,-2.67333080519922
8.7262 sec,-2.66822582445797
8.7272 sec,-2.66303996585154
8.7282 sec,-2.65777382202435
8.7292 sec,-2.65242799323827
8.7302 sec,-2.6470030873142
8.7312 sec,-2.64149971957279
8.7322 sec,-2.63591851277452
8.7332 sec,-2.63026009705895
8.7342 sec,-2.62452510988333
8.7352 sec,-2.61871419596038
8.7362 sec,-2.6128280071954
8.7372 sec,-2.60686720262267
8.7382 sec,-2.60083244834107
8.7392 sec,-2.5947244174491
8.7402 sec,-2.58854378997913
8.7412 sec,-2.58229125283093
8.7422 sec,-2.57596749970462
8.7432 sec,-2.5695732310328
8.7442 sec,-2.56310915391215
8.7452 sec,-2.55657598203424
8.7462 sec,-2.54997443561575
8.7472 sec,-2.54330524132804
8.7482 sec,-2.53656913222599
8.7492 sec,-2.52976684767634
8.7502 sec,-2.52289913328528
8.7512 sec,-2.51596674082544
8.7522 sec,-2.50897042816232
8.7532 sec,-2.50191095918
8.7542 sec,-2.49478910370636
8.7552 sec,-2.48760563743768
8.7562 sec,-2.4803613418625
8.7572 sec,-2.47305700418516
8.7582 sec,-2.46569341724858
8.7592 sec,-2.4582713794565
8.7602 sec,-2.45079169469515
8.7612 sec,-2.44325517225449
8.7622 sec,-2.43566262674876
8.7632 sec,-2.42801487803653
8.7642 sec,-2.42031275114027
8.7651 sec,-2.41354545764265
8.7651 sec,-2.41354545764087
8.7661 sec,-2.40574680598999
8.7671 sec,-2.39789786946857
8.7681 sec,-2.39000104617022
8.7691 sec,-2.38205723706556
8.7701 sec,-2.37406734556369
8.7711 sec,-2.36603227742015
8.7721 sec,-2.35795294064476
8.7731 sec,-2.34983024540972
8.7741 sec,-2.34166510395773
8.7751 sec,-2.33345843051038
8.7761 sec,-2.32521114117648
8.7771 sec,-2.31692415386072
8.7781 sec,-2.30859838817239
8.7791 sec,-2.30023476533426
8.7801 sec,-2.29183420809169
8.7811 sec,-2.28339764062181
8.7821 sec,-2.27492598844299
8.7831 sec,-2.26642017832449
8.7841 sec,-2.2578811381962
8.7851 sec,-2.24930979705869
8.7861 sec,-2.24070708489346
8.7871 sec,-2.23207393257338
8.7881 sec,-2.22341127177333
8.7891 sec,-2.21472003488114
8.7901 sec,-2.20600115490874
8.7911 sec,-2.19725556540352
8.7921 sec,-2.18848420036
8.7931 sec,-2.17968799413174
8.7941 sec,-2.17086788134349
8.7951 sec,-2.16202479680368
8.7961 sec,-2.15315967541703
8.7971 sec,-2.14427345209771
8.7981 sec,-2.13536706168252
8.7991 sec,-2.12644143884459
8.8001 sec,-2.11749751800715
8.8011 sec,-2.1085362332579
8.8021 sec,-2.09955851826347
8.8031 sec,-2.09056530618424
8.8041 sec,-2.08155752958958
8.8051 sec,-2.07253612037337
8.8061 sec,-2.06350200966986
8.8071 sec,-2.05445612776982
8.8081 sec,-2.04539940403724
8.8091 sec,-2.03633276682607
8.8101 sec,-2.02725714339771
8.8111 sec,-2.01817345983851
8.8121 sec,-2.00908264097787
8.8131 sec,-1.99998561030669
8.8141 sec,-1.99088328989606
8.8151 sec,-1.98177660031662
8.8161 sec,-1.97266646055799
8.8171 sec,-1.96355378794889
8.8181 sec,-1.95443949807749
8.8184 sec,-1.95105651629683
8.8184 sec,-1.95105651629478
8.8194 sec,-1.94193935616499
8.8204 sec,-1.9328192570427
8.8214 sec,-1.92369687144963
8.8224 sec,-1.9145731151284
8.8234 sec,-1.90544890388885
8.8244 sec,-1.89632515352036
8.8254 sec,-1.88720277970399
8.8264 sec,-1.87808269792468
8.8274 sec,-1.8689658233834
8.8284 sec,-1.85985307090927
8.8294 sec,-1.85074535487182
8.8304 sec,-1.84164358909296
8.8314 sec,-1.83254868675926
8.8324 sec,-1.82346156033408
8.8334 sec,-1.81438312146981
8.8344 sec,-1.80531428092012
8.8354 sec,-1.79625594845221
8.8364 sec,-1.78720903275922
8.8374 sec,-1.77817444137258
8.8384 sec,-1.76915308057458
8.8394 sec,-1.7601458553109
8.8404 sec,-1.75115366910324
8.8414 sec,-1.74217742396212
8.8424 sec,-1.73321802029977
8.8434 sec,-1.72427635684304
8.8444 sec,-1.71535333054654
8.8454 sec,-1.70644983650593
8.8464 sec,-1.69756676787127
8.8474 sec,-1.68870501576046
8.8484 sec,-1.6798654691731
8.8494 sec,-1.67104901490421
8.8504 sec,-1.66225653745831
8.8514 sec,-1.65348891896362
8.8524 sec,-1.64474703908655
8.8534 sec,-1.63603177494619
8.8544 sec,-1.6273440010292
8.8554 sec,-1.61868458910479
8.8564 sec,-1.61005440814006
8.8574 sec,-1.60145432421545
8.8584 sec,-1.59288520044048
8.8594 sec,-1.58434789686972
8.8604 sec,-1.57584327041911
8.8614 sec,-1.5673721747824
8.8624 sec,-1.55893546034796
8.8634 sec,-1.5505339741159
8.8644 sec,-1.54216855961544
8.8654 sec,-1.53384005682248
8.8664 sec,-1.5255493020777
8.8674 sec,-1.51729712800479
8.8684 sec,-1.50908436342911
8.8694 sec,-1.50091183329662
8.8704 sec,-1.49278035859316
8.8714 sec,-1.48469075626414
8.8724 sec,-1.47664383913452
8.8734 sec,-1.46864041582915
8.8744 sec,-1.4606812906936
8.8754 sec,-1.45276726371517
8.8764 sec,-1.44489913044447
8.8774 sec,-1.43707768191736
8.8784 sec,-1.42930370457716
8.8794 sec,-1.42157798019746
8.8804 sec,-1.41390128580524
8.8814 sec,-1.40627439360443
8.8824 sec,-1.3986980709
8.8834 sec,-1.39117308002229
8.8844 sec,-1.383700178252
8.8854 sec,-1.37628011774554
8.8864 sec,-1.36891364546083
8.8874 sec,-1.36160150308368
8.8884 sec,-1.35434442695443
8.8894 sec,-1.34714314799538
8.8904 sec,-1.33999839163846
8.8914 sec,-1.33291087775353
8.8924 sec,-1.32588132057715
8.8934 sec,-1.3189104286419
8.8944 sec,-1.31199890470619
8.8954 sec,-1.3051474456846
8.8964 sec,-1.29835674257879
8.8974 sec,-1.29162748040895
8.8984 sec,-1.28496033814575
8.8994 sec,-1.27835598864293
8.9004 sec,-1.2718150985704
8.9014 sec,-1.2653383283479
8.9024 sec,-1.25892633207937
8.9034 sec,-1.25257975748766
8.9044 sec,-1.24629924585012
8.9054 sec,-1.24008543193456
8.9064 sec,-1.23393894393592
8.9074 sec,-1.22786040341356
8.9084 sec,-1.22185042522915
8.9094 sec,-1.21590961748515
8.9104 sec,-1.21003858146402
8.9114 sec,-1.2042379115679
8.9124 sec,-1.19850819525914
8.9134 sec,-1.19285001300133
8.9144 sec,-1.18726393820102
8.9154 sec,-1.18175053715016
8.9164 sec,-1.17631036896912
8.9174 sec,-1.17094398555048
8.9184 sec,-1.1656519315034
8.9194 sec,-1.16043474409875
8.9204 sec,-1.15529295321491
8.9214 sec,-1.15022708128427
8.9224 sec,-1.14523764324038
8.9234 sec,-1.14032514646592
8.9244 sec,-1.13549009074126
8.9254 sec,-1.13073296819385
8.9264 sec,-1.12605426324826
8.9274 sec,-1.12145445257693
8.9284 sec,-1.11693400505176
8.9294 sec,-1.11249338169634
8.9304 sec,-1.10813303563896
8.9314 sec,-1.10385341206638
8.9324 sec,-1.09965494817834
8.9334 sec,-1.09553807314282
8.9344 sec,-1.09150320805209
8.9354 sec,-1.0875507658795
8.9364 sec,-1.08368115143708
8.9374 sec,-1.07989476133387
8.9384 sec,-1.07619198393508
8.9394 sec,-1.07257319932199
8.9404 sec,-1.06903877925267
8.9414 sec,-1.06558908712351
8.9424 sec,-1.0622244779315
8.9434 sec,-1.05894529823734
8.9444 sec,-1.05575188612938
8.9454 sec,-1.05264457118833
8.9464 sec,-1.0496236744528
8.9474 sec,-1.04668950838567
8.9484 sec,-1.04384237684125
8.9494 sec,-1.04108257503334
8.9504 sec,-1.03841038950399
8.9514 sec,-1.03582609809324
8.9524 sec,-1.03332996990956
8.9534 sec,-1.03092226530125
8.9544 sec,-1.02860323582859
8.9554 sec,-1.02637312423688
8.9564 sec,-1.02423216443031
8.9574 sec,-1.02218058144671
8.9584 sec,-1.0202185914331
8.9594 sec,-1.01834640162217
8.9604 sec,-1.01656421030952
8.9614 sec,-1.01487220683189
8.9624 sec,-1.01327057154614
8.9634 sec,-1.01175947580914
8.9644 sec,-1.01033908195855
8.9654 sec,-1.00900954329445
8.9664 sec,-1.00777100406183
8.9674 sec,-1.00662359943397
8.9684 sec,-1.00556745549672
8.9694 sec,-1.00460268923362
8.9704 sec,-1.00372940851191
8.9714 sec,-1.00294771206946
8.9724 sec,-1.00225768950252
8.9734 sec,-1.00165942125444
8.9744 sec,-1.00115297860516
8.9754 sec,-1.00073842366174
8.9764 sec,-1.00041580934962
8.9774 sec,-1.00018517940493
8.9784 sec,-1.00004656836753
8.9794 sec,-1.00000000157509
8.9804 sec,-1.00004549515799
8.9814 sec,-1.00018305603509
8.9824 sec,-1.00041268191047
8.9834 sec,-1.00073436127102
8.9844 sec,-1.00114807338494
8.9854 sec,-1.00165378830112
8.9864 sec,-1.00225146684944
8.9874 sec,-1.00294106064199
8.9884 sec,-1.00372251207511
8.9894 sec,-1.00459575433243
8.9904 sec,-1.0055607113887
8.9914 sec,-1.00661729801467
8.9924 sec,-1.00776541978268
8.9934 sec,-1.00900497307329
8.9944 sec,-1.01033584508279
8.9954 sec,-1.01175791383153
8.9964 sec,-1.01327104817325
8.9974 sec,-1.0148751078052
8.9984 sec,-1.01656994327929
8.9994 sec,-1.01835539601399
9.0004 sec,-1.02023129830723
9.0014 sec,-1.02219747335014
9.0024 sec,-1.02425373524173
9.0034 sec,-1.02639988900441
9.0044 sec,-1.02863573060042
9.0054 sec,-1.03096104694917
9.0064 sec,-1.03337561594545
9.0074 sec,-1.03587920647849
9.0084 sec,-1.038471578452
9.0094 sec,-1.04115248280502
9.0104 sec,-1.04392166153363
9.0114 sec,-1.04677884771361
9.0124 sec,-1.04972376552396
9.0134 sec,-1.05275613027125
9.0144 sec,-1.05587564841488
9.0154 sec,-1.05908201759322
9.0164 sec,-1.06237492665062
9.0174 sec,-1.06575405566523
9.0184 sec,-1.06921907597776
9.0194 sec,-1.07276965022109
9.0204 sec,-1.07640543235066
9.0214 sec,-1.08012606767585
9.0224 sec,-1.08393119289208
9.0234 sec,-1.08782043611387
9.0244 sec,-1.09179341690869
9.0254 sec,-1.09584974633163
9.0264 sec,-1.09998902696102
9.0274 sec,-1.10421085293473
9.0284 sec,-1.10851480998751
9.0294 sec,-1.11290047548894
9.0304 sec,-1.11736741848238
9.0314 sec,-1.12191519972465
9.0324 sec,-1.12654337172657
9.0334 sec,-1.13125147879439
9.0344 sec,-1.13603905707179
9.0354 sec,-1.14090563458303
9.0364 sec,-1.14585073127665
9.0374 sec,-1.15087385907004
9.0384 sec,-1.1559745218949
9.0394 sec,-1.16115221574336
9.0404 sec,-1.16640642871498
9.0414 sec,-1.1717366410645
9.0424 sec,-1.17714232525037
9.0434 sec,-1.18262294598409
9.0444 sec,-1.18817796028026
9.0454 sec,-1.19380681750749
9.0464 sec,-1.19950895943997
9.0474 sec,-1.20528382030989
9.0484 sec,-1.21113082686053
9.0494 sec,-1.21704939840016
9.0504 sec,-1.22303894685669
9.0514 sec,-1.22909887683297
9.0524 sec,-1.23522858566293
9.0534 sec,-1.24142746346842
9.0544 sec,-1.2476948932167
9.0554 sec,-1.25403025077872
9.0564 sec,-1.26043290498814
9.0574 sec,-1.26690221770095
9.0584 sec,-1.27343754385588
9.0594 sec,-1.28003823153549
9.0604 sec,-1.28670362202788
9.0614 sec,-1.29343304988921
9.0624 sec,-1.30022584300676
9.0634 sec,-1.30708132266278
9.0644 sec,-1.31399880359887
9.0654 sec,-1.32097759408125
9.0664 sec,-1.32801699596636
9.0674 sec,-1.3351163047674
9.0684 sec,-1.34227480972136
9.0694 sec,-1.34949179385666
9.0704 sec,-1.35676653406158
9.0714 sec,-1.36409830115311
9.0724 sec,-1.37148635994656
9.0734 sec,-1.37892996932569
9.0744 sec,-1.3864283823135
9.0754 sec,-1.39398084614362
9.0764 sec,-1.40158660233219
9.0774 sec,-1.40924488675044
9.0784 sec,-1.41695492969778
9.0794 sec,-1.42471595597547
9.0804 sec,-1.43252718496086
9.0814 sec,-1.4403878306822
9.0824 sec,-1.44829710189386
9.0834 sec,-1.45625420215234
9.0844 sec,-1.46425832989257
9.0854 sec,-1.47230867850488
9.0864 sec,-1.4804044364124
9.0874 sec,-1.48854478714904
9.0884 sec,-1.49672890943792
9.0894 sec,-1.50495597727032
9.0904 sec,-1.51322515998511
9.0914 sec,-1.52153562234864
9.0924 sec,-1.52988652463512
9.0934 sec,-1.53827702270746
9.0944 sec,-1.54670626809862
9.0954 sec,-1.55517340809323
9.0964 sec,-1.56367758580989
9.0974 sec,-1.57221794028376
9.0984 sec,-1.58079360654954
9.0994 sec,-1.58940371572496
9.1004 sec,-1.59804739509463
9.1014 sec,-1.60672376819433
9.1024 sec,-1.6154319548956
9.1034 sec,-1.62417107149084
9.1044 sec,-1.63294023077869
9.1054 sec,-1.64173854214976
9.1064 sec,-1.65056511167283
9.1074 sec,-1.65941904218132
9.1084 sec,-1.66829943336004
9.1094 sec,-1.67720538183245
9.1104 sec,-1.68613598124806
9.1114 sec,-1.69509032237026
9.1124 sec,-1.70406749316442
9.1134 sec,-1.71306657888629
9.1144 sec,-1.7220866621707
9.1154 sec,-1.7311268231205
9.1164 sec,-1.74018613939588
9.1174 sec,-1.74926368630377
9.1184 sec,-1.75835853688771
9.1194 sec,-1.76746976201777
9.1204 sec,-1.7765964304809
9.1214 sec,-1.78573760907135
9.1224 sec,-1.79489236268133
9.1234 sec,-1.80405975439199
9.1244 sec,-1.8132388455645
9.1254 sec,-1.82242869593138
9.1264 sec,-1.83162836368799
9.1274 sec,-1.84083690558414
9.1284 sec,-1.85005337701596
9.1294 sec,-1.85927683211794
9.1304 sec,-1.86850632385496
9.1314 sec,-1.87774090411468
9.1324 sec,-1.88697962379989
9.1334 sec,-1.89622153292103
9.1344 sec,-1.90546568068888
9.1354 sec,-1.91471111560729
9.1364 sec,-1.92395688556597
9.1374 sec,-1.93320203793349
9.1384 sec,-1.94244561965026
9.1394 sec,-1.95168667732157
9.1404 sec,-1.96092425731068
9.1414 sec,-1.97015740583215
9.1424 sec,-1.97938516904488
9.1434 sec,-1.98860659314547
9.1444 sec,-1.99782072446142
9.1454 sec,-2.00702660954446
9.1464 sec,-2.01622329526373
9.1474 sec,-2.0254098288992
9.1484 sec,-2.03458525823482
9.1494 sec,-2.04374863165179
9.1504 sec,-2.05289899822176
9.1514 sec,-2.06203540779997
9.1524 sec,-2.07115691111835
9.1534 sec,-2.08026255987857
9.1544 sec,-2.08935140684506
9.1554 sec,-2.0984225059378
9.1564 sec,-2.1074749123252
9.1574 sec,-2.11650768251677
9.1584 sec,-2.12551987445574
9.1594 sec,-2.13451054761152
9.1604 sec,-2.143478763072
9.1614 sec,-2.15242358363589
9.1624 sec,-2.16134407390467
9.1634 sec,-2.17023930037461
9.1644 sec,-2.17910833152845
9.1654 sec,-2.18795023792706
9.1664 sec,-2.19676409230073
9.1674 sec,-2.20554896964055
9.1684 sec,-2.21430394728927
9.1694 sec,-2.22302810503222
9.1704 sec,-2.23172052518786
9.1714 sec,-2.24038029269811
9.1724 sec,-2.24900649521858
9.1734 sec,-2.25759822320834
9.1744 sec,-2.2661545700197
9.1754 sec,-2.27467463198746
9.1764 sec,-2.28315750851804
9.1774 sec,-2.29160230217839
9.1784 sec,-2.30000811878442
9.1794 sec,-2.3083740674893
9.1804 sec,-2.3166992608714
9.1814 sec,-2.32498281502188
9.1824 sec,-2.33322384963201
9.1834 sec,-2.34142148808016
9.1844 sec,-2.34957485751836
9.1854 sec,-2.35768308895864
9.1864 sec,-2.36574531735891
9.1874 sec,-2.37376068170857
9.1884 sec,-2.38172832511362
9.1894 sec,-2.38964739488149
9.1904 sec,-2.39751704260543
9.1914 sec,-2.4053364242486
9.1924 sec,-2.41310470022748
9.1934 sec,-2.42082103549524
9.1944 sec,-2.42848459962441
9.1954 sec,-2.43609456688917
9.1964 sec,-2.4436501163473
9.1974 sec,-2.45115043192151
9.1984 sec,-2.45859470248054
9.1994 sec,-2.46598212191959
9.2004 sec,-2.47331188924033
9.2014 sec,-2.48058320863048
9.2024 sec,-2.4877952895429
9.2034 sec,-2.49494734677408
9.2044 sec,-2.50203860054222
9.2054 sec,-2.50906827656482
9.2064 sec,-2.51603560613562
9.2074 sec,-2.52293982620112
9.2084 sec,-2.52978017943659
9.2094 sec,-2.53655591432137
9.2104 sec,-2.54326628521382
9.2114 sec,-2.54991055242556
9.2124 sec,-2.55648798229523
9.2134 sec,-2.56299784726161
9.2144 sec,-2.56943942593621
9.2154 sec,-2.57581200317529
9.2164 sec,-2.58211487015116
9.2174 sec,-2.58834732442307
9.2184 sec,-2.59450867000725
9.2194 sec,-2.6005982174466
9.2204 sec,-2.60661528387954
9.2214 sec,-2.6125591931083
9.2224 sec,-2.61842927566662
9.2234 sec,-2.62422486888674
9.2244 sec,-2.62994531696574
9.2254 sec,-2.63558997103131
9.2264 sec,-2.64115818920669
9.2274 sec,-2.64664933667509
9.2284 sec,-2.65206278574336
9.2294 sec,-2.65739791590498
9.2304 sec,-2.6626541139024
9.2314 sec,-2.66783077378862
9.2324 sec,-2.67292729698808
9.2334 sec,-2.67794309235686
9.2344 sec,-2.68287757624221
9.2354 sec,-2.68773017254121
9.2364 sec,-2.69250031275888
9.2374 sec,-2.69718743606542
9.2384 sec,-2.7017909893528
9.2394 sec,-2.70631042729052
9.2404 sec,-2.71074521238068
9.2414 sec,-2.71509481501231
9.2424 sec,-2.71935871351483
9.2434 sec,-2.72353639421088
9.2444 sec,-2.72762735146827
9.2454 sec,-2.73163108775123
9.2464 sec,-2.73554711367078
9.2474 sec,-2.73937494803442
9.2484 sec,-2.74311411789494
9.2494 sec,-2.74676415859847
9.2504 sec,-2.75032461383172
9.2514 sec,-2.75379503566842
9.2524 sec,-2.7571749846149
9.2534 sec,-2.76046402965493
9.2544 sec,-2.76366174829366
9.2554 sec,-2.76676772660077
9.2564 sec,-2.76978155925277
9.2574 sec,-2.77270284957451
9.2584 sec,-2.77553120957979
9.2594 sec,-2.77826626001112
9.2604 sec,-2.78090763037871
9.2614 sec,-2.78345495899852
9.2624 sec,-2.7859078930295
9.2634 sec,-2.78826608850995
9.2644 sec,-2.79052921039303
9.2654 sec,-2.79269693258137
9.2664 sec,-2.79476893796086
9.2674 sec,-2.79674491843351
9.2684 sec,-2.79862457494944
9.2694 sec,-2.80040761753805
9.2704 sec,-2.80209376533821
9.2714 sec,-2.80368274662761
9.2724 sec,-2.80517429885124
9.2734 sec,-2.80656816864891
9.2744 sec,-2.80786411188195
9.2754 sec,-2.80906189365894
9.2764 sec,-2.81016128836055
9.2774 sec,-2.81116207966354
9.2784 sec,-2.81206406056373
9.2794 sec,-2.8128670333982
9.2804 sec,-2.81357080986644
9.2814 sec,-2.81417521105067
9.2824 sec,-2.81468006743523
9.2834 sec,-2.81508521892501
9.2844 sec,-2.81539051486302
9.2854 sec,-2.81559581404696
9.2864 sec,-2.81570098474494
9.2874 sec,-2.8157059047102
9.2884 sec,-2.81561046119498
9.2894 sec,-2.81541455096336
9.2904 sec,-2.81511808030325
9.2914 sec,-2.81472096503743
9.2924 sec,-2.81422313053362
9.2934 sec,-2.81362451171364
9.2944 sec,-2.81292505306162
9.2954 sec,-2.8121247086313
9.2964 sec,-2.81122344205232
9.2974 sec,-2.81022122653569
9.2984 sec,-2.80911804487818
9.2994 sec,-2.80791388946586
9.3004 sec,-2.80660876227667
9.3014 sec,-2.80520267488205
9.3024 sec,-2.80369564844762
9.3034 sec,-2.80208771373293
9.3044 sec,-2.80037891109023
9.3054 sec,-2.79856929046238
9.3064 sec,-2.79665891137968
9.3074 sec,-2.7946478429559
9.3084 sec,-2.79253616388329
9.3094 sec,-2.79032396242664
9.3104 sec,-2.78801133641642
9.3114 sec,-2.78559839324098
9.3124 sec,-2.78308524983781
9.3134 sec,-2.78047203268383
9.3144 sec,-2.77775887778477
9.3154 sec,-2.7749459306636
9.3164 sec,-2.77203334634805
9.3174 sec,-2.7690212893571
9.3184 sec,-2.76590993368666
9.3194 sec,-2.7626994627942
9.3204 sec,-2.75939006958257
9.3214 sec,-2.75598195638274
9.3224 sec,-2.75247533493571
9.3234 sec,-2.74887042637352
9.3244 sec,-2.74516746119919
9.3254 sec,-2.74136667926587
9.3264 sec,-2.73746832975505
9.3274 sec,-2.73347267115374
9.3284 sec,-2.72937997123086
9.3294 sec,-2.72519050701267
9.3304 sec,-2.72090456475721
9.3314 sec,-2.71652243992797
9.3324 sec,-2.7120444371665
9.3334 sec,-2.70747087026421
9.3344 sec,-2.70280206213326
9.3354 sec,-2.69803834477649
9.3364 sec,-2.69318005925649
9.3374 sec,-2.68822755566376
9.3384 sec,-2.68318119308398
9.3394 sec,-2.67804133956443
9.3404 sec,-2.67280837207941
9.3414 sec,-2.66748267649491
9.3424 sec,-2.66206464753232
9.3434 sec,-2.65655468873123
