Time,Data
17.981 sec,-0.531301141061552
17.982 sec,-0.537925300443734
17.983 sec,-0.544631736656178
17.984 sec,-0.551419978248912
17.985 sec,-0.55828954564169
17.986 sec,-0.565239951167796
17.987 sec,-0.572270699118672
17.988 sec,-0.57938128578935
17.989 sec,-0.586571199524619
17.99 sec,-0.593839920766108
17.991 sec,-0.601186922100016
17.992 sec,-0.608611668305705
17.993 sec,-0.61611361640505
17.994 sec,-0.623692215712555
17.995 sec,-0.631346907886257
17.996 sec,-0.639077126979343
17.997 sec,-0.646882299492625
17.998 sec,-0.654761844427659
17.999 sec,-0.66271517334064
18 sec,-0.67074169039711
18.001 sec,-0.67884079242733
18.002 sec,-0.687011868982402
18.003 sec,-0.695254302391133
18.004 sec,-0.703567467817631
18.005 sec,-0.711950733319548
18.006 sec,-0.720403459907159
18.007 sec,-0.728925001603003
18.008 sec,-0.737514705502387
18.009 sec,-0.746171911834381
18.01 sec,-0.754895954023728
18.011 sec,-0.763686158753279
18.012 sec,-0.772541846027114
18.013 sec,-0.781462329234437
18.014 sec,-0.790446915214036
18.015 sec,-0.799494904319432
18.016 sec,-0.808605590484723
18.017 sec,-0.817778261291003
18.018 sec,-0.827012198033499
18.019 sec,-0.836306675789249
18.02 sec,-0.84566096348546
18.021 sec,-0.85507432396856
18.022 sec,-0.864546014073718
18.023 sec,-0.87407528469505
18.024 sec,-0.883661380856486
18.025 sec,-0.893303541783047
18.026 sec,-0.903001000972971
18.027 sec,-0.912752986270178
18.028 sec,-0.922558719937431
18.029 sec,-0.932417418730073
18.03 sec,-0.942328293970218
18.031 sec,-0.952290551621704
18.032 sec,-0.962303392365296
18.033 sec,-0.972366011674718
18.034 sec,-0.982477599892982
18.035 sec,-0.992637342309453
18.036 sec,-1.00284441923722
18.037 sec,-1.01309800609114
18.038 sec,-1.02339727346631
18.039 sec,-1.03374138721704
18.04 sec,-1.04412950853628
18.041 sec,-1.05456079403563
18.042 sec,-1.06503439582568
18.043 sec,-1.07554946159695
18.044 sec,-1.08610513470119
18.045 sec,-1.09670055423313
18.046 sec,-1.10733485511278
18.047 sec,-1.11800716816796
18.048 sec,-1.12871662021749
18.049 sec,-1.1394623341546
18.05 sec,-1.15024342903083
18.051 sec,-1.16105902014039
18.052 sec,-1.17190821910476
18.053 sec,-1.18279013395781
18.054 sec,-1.19370386923124
18.055 sec,-1.20464852604036
18.056 sec,-1.2156232021703
18.057 sec,-1.22662699216251
18.058 sec,-1.23765898740156
18.059 sec,-1.24871827620245
18.06 sec,-1.25980394389801
18.061 sec,-1.27091507292682
18.062 sec,-1.28205074292126
18.063 sec,-1.29321003079603
18.064 sec,-1.30439201083685
18.065 sec,-1.31559575478949
18.066 sec,-1.32682033194893
18.067 sec,-1.33806480924909
18.068 sec,-1.34932825135253
18.069 sec,-1.3606097207405
18.07 sec,-1.37190827780319
18.071 sec,-1.3832229809304
18.072 sec,-1.39455288660207
18.073 sec,-1.40589704947937
18.074 sec,-1.41725452249579
18.075 sec,-1.42862435694848
18.076 sec,-1.44000560258983
18.077 sec,-1.45139730771912
18.078 sec,-1.46279851927438
18.079 sec,-1.47420828292446
18.08 sec,-1.48562564316119
18.081 sec,-1.49704964339169
18.082 sec,-1.5084793260308
18.083 sec,-1.51991373259368
18.084 sec,-1.5313519037885
18.085 sec,-1.54279287960915
18.086 sec,-1.5542356994282
18.087 sec,-1.56567940208981
18.088 sec,-1.57712302600278
18.089 sec,-1.58856560923368
18.09 sec,-1.60000618959998
18.091 sec,-1.61144380476328
18.092 sec,-1.62287749232257
18.093 sec,-1.63430628990751
18.094 sec,-1.64572923527167
18.095 sec,-1.65714536638596
18.096 sec,-1.6685537215318
18.097 sec,-1.6799533393946
18.098 sec,-1.69134325915693
18.099 sec,-1.70272252059181
18.1 sec,-1.71409016415597
18.101 sec,-1.72544523108308
18.102 sec,-1.73678676347677
18.103 sec,-1.74811380440386
18.104 sec,-1.75942539798722
18.105 sec,-1.77072058949881
18.106 sec,-1.7819984254525
18.107 sec,-1.79325795369673
18.108 sec,-1.80449822350724
18.109 sec,-1.81571828567952
18.11 sec,-1.82691719262122
18.111 sec,-1.83809399844445
18.112 sec,-1.84924775905784
18.113 sec,-1.86037753225845
18.114 sec,-1.87148237782368
18.115 sec,-1.88256135760286
18.116 sec,-1.8936135356086
18.117 sec,-1.90463797810817
18.118 sec,-1.91563375371446
18.119 sec,-1.92659993347691
18.12 sec,-1.93753559097207
18.121 sec,-1.94843980239402
18.122 sec,-1.95931164664459
18.123 sec,-1.97015020542321
18.124 sec,-1.98095456331668
18.125 sec,-1.9917238078885
18.126 sec,-2.00245702976806
18.127 sec,-2.01315332273944
18.128 sec,-2.02381178383007
18.129 sec,-2.03443151339899
18.13 sec,-2.0450116152248
18.131 sec,-2.0555511965933
18.132 sec,-2.06604936838485
18.133 sec,-2.07650524516143
18.134 sec,-2.08691794525321
18.135 sec,-2.09728659084493
18.136 sec,-2.1076103080618
18.137 sec,-2.11788822705521
18.138 sec,-2.12811948208777
18.139 sec,-2.13830321161829
18.14 sec,-2.1484385583862
18.141 sec,-2.15852466949549
18.142 sec,-2.16856069649847
18.143 sec,-2.17854579547892
18.144 sec,-2.18847912713493
18.145 sec,-2.19835985686118
18.146 sec,-2.20818715483092
18.147 sec,-2.2179601960774
18.148 sec,-2.22767816057494
18.149 sec,-2.2373402333194
18.15 sec,-2.24694560440829
18.151 sec,-2.25649346912033
18.152 sec,-2.26598302799458
18.153 sec,-2.27541348690903
18.154 sec,-2.28478405715863
18.155 sec,-2.29409395553298
18.156 sec,-2.3033424043933
18.157 sec,-2.31252863174895
18.158 sec,-2.32165187133353
18.159 sec,-2.33071136268019
18.16 sec,-2.33970635119662
18.161 sec,-2.34863608823933
18.162 sec,-2.35749983118744
18.163 sec,-2.36629684351588
18.164 sec,-2.37502639486797
18.165 sec,-2.38368776112744
18.166 sec,-2.39228022448992
18.167 sec,-2.4008030735337
18.168 sec,-2.40925560328992
18.169 sec,-2.41763711531223
18.17 sec,-2.42594691774571
18.171 sec,-2.43418432539524
18.172 sec,-2.44234865979313
18.173 sec,-2.45043924926622
18.174 sec,-2.4584554290023
18.175 sec,-2.46639654111581
18.176 sec,-2.47426193471293
18.177 sec,-2.48205096595594
18.178 sec,-2.48976299812702
18.179 sec,-2.4973974016912
18.18 sec,-2.50495355435878
18.181 sec,-2.51243084114693
18.182 sec,-2.51982865444065
18.183 sec,-2.52714639405298
18.184 sec,-2.53438346728456
18.185 sec,-2.54153928898238
18.186 sec,-2.54861328159785
18.187 sec,-2.55560487524418
18.188 sec,-2.56251350775287
18.189 sec,-2.56933862472964
18.19 sec,-2.5760796796095
18.191 sec,-2.58273613371108
18.192 sec,-2.58930745629016
18.193 sec,-2.59579312459255
18.194 sec,-2.60219262390604
18.195 sec,-2.60850544761173
18.196 sec,-2.61473109723441
18.197 sec,-2.6208690824923
18.198 sec,-2.62691892134591
18.199 sec,-2.6328801400461
18.2 sec,-2.63875227318138
18.201 sec,-2.64453486372439
18.202 sec,-2.65022746307752
18.203 sec,-2.65582963111775
18.204 sec,-2.66134093624071
18.205 sec,-2.66676095540376
18.206 sec,-2.67208927416845
18.207 sec,-2.67732548674197
18.208 sec,-2.68246919601783
18.209 sec,-2.6875200136157
18.21 sec,-2.69247755992037
18.211 sec,-2.6973414641199
18.212 sec,-2.70211136424285
18.213 sec,-2.70678690719471
18.214 sec,-2.71136774879343
18.215 sec,-2.71585355380409
18.216 sec,-2.72024399597273
18.217 sec,-2.72453875805918
18.218 sec,-2.72873753186924
18.219 sec,-2.7328400182857
18.22 sec,-2.73684592729871
18.221 sec,-2.74075497803513
18.222 sec,-2.744566898787
18.223 sec,-2.7482814270392
18.224 sec,-2.75189830949607
18.225 sec,-2.75541730210725
18.226 sec,-2.7588381700926
18.227 sec,-2.7621606879661
18.228 sec,-2.76538463955904
18.229 sec,-2.76850981804206
18.23 sec,-2.77153602594654
18.231 sec,-2.77446307518479
18.232 sec,-2.77729078706959
18.233 sec,-2.78001899233262
18.234 sec,-2.78264753114204
18.235 sec,-2.78517625311915
18.236 sec,-2.78760501735413
18.237 sec,-2.78993369242079
18.238 sec,-2.79216215639046
18.239 sec,-2.79429029684494
18.24 sec,-2.79631801088847
18.241 sec,-2.7982452051588
18.242 sec,-2.80007179583733
18.243 sec,-2.8017977086583
18.244 sec,-2.80342287891706
18.245 sec,-2.80494725147735
18.246 sec,-2.80637078077772
18.247 sec,-2.80769343083693
18.248 sec,-2.80891517525845
18.249 sec,-2.81003599723406
18.25 sec,-2.81105588954639
18.251 sec,-2.81197485457063
18.252 sec,-2.81279290427524
18.253 sec,-2.81351006022174
18.254 sec,-2.81412635356354
18.255 sec,-2.81464182504382
18.256 sec,-2.81505652499251
18.257 sec,-2.81537051332226
18.258 sec,-2.81558385952352
18.259 sec,-2.81569664265866
18.26 sec,-2.81570895135513
18.261 sec,-2.81562088379772
18.262 sec,-2.8154325477198
18.263 sec,-2.81514406039373
18.264 sec,-2.81475554862024
18.265 sec,-2.81426714871688
18.266 sec,-2.81367900650559
18.267 sec,-2.81299127729927
18.268 sec,-2.81220412588744
18.269 sec,-2.81131772652095
18.27 sec,-2.81033226289581
18.271 sec,-2.809247928136
18.272 sec,-2.8080649247754
18.273 sec,-2.80678346473883
18.274 sec,-2.80540376932204
18.275 sec,-2.80392606917093
18.276 sec,-2.80235060425972
18.277 sec,-2.80067762386826
18.278 sec,-2.7989073865584
18.279 sec,-2.79704016014946
18.28 sec,-2.79507622169277
18.281 sec,-2.79301585744528
18.282 sec,-2.7908593628423
18.283 sec,-2.78860704246929
18.284 sec,-2.7862592100328
18.285 sec,-2.78381618833044
18.286 sec,-2.78127830921998
18.287 sec,-2.77864591358757
18.288 sec,-2.77591935131505
18.289 sec,-2.77309898124636
18.29 sec,-2.77018517115306
18.291 sec,-2.76717829769901
18.292 sec,-2.76407874640412
18.293 sec,-2.7608869116072
18.294 sec,-2.75760319642801
18.295 sec,-2.75422801272842
18.296 sec,-2.75076178107261
18.297 sec,-2.74720493068657
18.298 sec,-2.74355789941657
18.299 sec,-2.73982113368692
18.3 sec,-2.73599508845674
18.301 sec,-2.73208022717604
18.302 sec,-2.72807702174079
18.303 sec,-2.72398595244732
18.304 sec,-2.71980750794569
18.305 sec,-2.71554218519244
18.306 sec,-2.71119048940235
18.307 sec,-2.70675293399945
18.308 sec,-2.70223004056721
18.309 sec,-2.69762233879794
18.31 sec,-2.6929303664413
18.311 sec,-2.68815466925209
18.312 sec,-2.68329580093724
18.313 sec,-2.67835432310194
18.314 sec,-2.67333080519505
18.315 sec,-2.66822582445372
18.316 sec,-2.66303996584722
18.317 sec,-2.65777382201995
18.318 sec,-2.6524279932338
18.319 sec,-2.64700308730965
18.32 sec,-2.64149971956817
18.321 sec,-2.63591851276981
18.322 sec,-2.63026009705418
18.323 sec,-2.62452510987849
18.324 sec,-2.61871419595546
18.325 sec,-2.61282800719042
18.326 sec,-2.6068672026176
18.327 sec,-2.60083244833594
18.328 sec,-2.59472441744391
18.329 sec,-2.58854378997387
18.33 sec,-2.58229125282562
18.331 sec,-2.57596749969925
18.332 sec,-2.56957323102737
18.333 sec,-2.56310915390666
18.334 sec,-2.55657598202867
18.335 sec,-2.54997443561013
18.336 sec,-2.54330524132235
18.337 sec,-2.53656913222025
18.338 sec,-2.52976684767055
18.339 sec,-2.52289913327943
18.34 sec,-2.51596674081954
18.341 sec,-2.50897042815636
18.342 sec,-2.50191095917398
18.343 sec,-2.4947891037003
18.344 sec,-2.48760563743154
18.345 sec,-2.4803613418563
18.346 sec,-2.47305700417891
18.347 sec,-2.46569341724228
18.348 sec,-2.45827137945012
18.349 sec,-2.45079169468871
18.35 sec,-2.443255172248
18.351 sec,-2.4356626267422
18.352 sec,-2.42801487802989
18.353 sec,-2.42031275113358
18.354 sec,-2.41354545764279
18.354 sec,-2.41354545764103
18.355 sec,-2.40574680599016
18.356 sec,-2.39789786946874
18.357 sec,-2.39000104617039
18.358 sec,-2.38205723706572
18.359 sec,-2.37406734556385
18.36 sec,-2.36603227742031
18.361 sec,-2.3579529406449
18.362 sec,-2.34983024540986
18.363 sec,-2.34166510395787
18.364 sec,-2.33345843051053
18.365 sec,-2.32521114117662
18.366 sec,-2.31692415386086
18.367 sec,-2.30859838817251
18.368 sec,-2.30023476533438
18.369 sec,-2.29183420809178
18.37 sec,-2.28339764062187
18.371 sec,-2.27492598844304
18.372 sec,-2.26642017832453
18.373 sec,-2.25788113819621
18.374 sec,-2.24930979705871
18.375 sec,-2.24070708489348
18.376 sec,-2.2320739325734
18.377 sec,-2.22341127177334
18.378 sec,-2.21472003488115
18.379 sec,-2.20600115490872
18.38 sec,-2.1972555654035
18.381 sec,-2.18848420035999
18.382 sec,-2.17968799413172
18.383 sec,-2.17086788134348
18.384 sec,-2.16202479680363
18.385 sec,-2.15315967541698
18.386 sec,-2.14427345209764
18.387 sec,-2.13536706168245
18.388 sec,-2.12644143884449
18.389 sec,-2.11749751800706
18.39 sec,-2.10853623325781
18.391 sec,-2.09955851826338
18.392 sec,-2.09056530618414
18.393 sec,-2.08155752958948
18.394 sec,-2.07253612037328
18.395 sec,-2.06350200966976
18.396 sec,-2.05445612776972
18.397 sec,-2.04539940403711
18.398 sec,-2.03633276682595
18.399 sec,-2.02725714339759
18.4 sec,-2.01817345983838
18.401 sec,-2.00908264097774
18.402 sec,-1.99998561030653
18.403 sec,-1.9908832898959
18.404 sec,-1.98177660031643
18.405 sec,-1.9726664605578
18.406 sec,-1.9635537879487
18.407 sec,-1.95443949807728
18.407 sec,-1.95105651629648
18.407 sec,-1.95105651629443
18.408 sec,-1.94193935616464
18.409 sec,-1.93281925704235
18.41 sec,-1.92369687144928
18.411 sec,-1.91457311512805
18.412 sec,-1.9054489038885
18.413 sec,-1.89632515352001
18.414 sec,-1.88720277970364
18.415 sec,-1.87808269792433
18.416 sec,-1.86896582338302
18.417 sec,-1.85985307090889
18.418 sec,-1.85074535487141
18.419 sec,-1.84164358909255
18.42 sec,-1.83254868675882
18.421 sec,-1.82346156033362
18.422 sec,-1.81438312146935
18.423 sec,-1.80531428091965
18.424 sec,-1.79625594845175
18.425 sec,-1.78720903275873
18.426 sec,-1.77817444137209
18.427 sec,-1.76915308057409
18.428 sec,-1.76014585531041
18.429 sec,-1.75115366910276
18.43 sec,-1.74217742396164
18.431 sec,-1.73321802029926
18.432 sec,-1.7242763568425
18.433 sec,-1.715353330546
18.434 sec,-1.7064498365054
18.435 sec,-1.69756676787071
18.436 sec,-1.6887050157599
18.437 sec,-1.67986546917252
18.438 sec,-1.6710490149036
18.439 sec,-1.66225653745767
18.44 sec,-1.65348891896298
18.441 sec,-1.64474703908592
18.442 sec,-1.63603177494557
18.443 sec,-1.62734400102855
18.444 sec,-1.61868458910414
18.445 sec,-1.61005440813941
18.446 sec,-1.6014543242148
18.447 sec,-1.59288520043983
18.448 sec,-1.58434789686908
18.449 sec,-1.57584327041847
18.45 sec,-1.56737217478174
18.451 sec,-1.5589354603473
18.452 sec,-1.55053397411525
18.453 sec,-1.54216855961479
18.454 sec,-1.53384005682183
18.455 sec,-1.52554930207703
18.456 sec,-1.51729712800412
18.457 sec,-1.50908436342845
18.458 sec,-1.50091183329594
18.459 sec,-1.49278035859248
18.46 sec,-1.48469075626346
18.461 sec,-1.47664383913382
18.462 sec,-1.46864041582846
18.463 sec,-1.4606812906929
18.464 sec,-1.45276726371448
18.465 sec,-1.44489913044379
18.466 sec,-1.43707768191668
18.467 sec,-1.42930370457647
18.468 sec,-1.42157798019675
18.469 sec,-1.41390128580453
18.47 sec,-1.40627439360373
18.471 sec,-1.3986980708993
18.472 sec,-1.39117308002159
18.473 sec,-1.3837001782513
18.474 sec,-1.37628011774485
18.475 sec,-1.36891364546015
18.476 sec,-1.361601503083
18.477 sec,-1.35434442695376
18.478 sec,-1.34714314799471
18.479 sec,-1.33999839163778
18.48 sec,-1.33291087775285
18.481 sec,-1.32588132057648
18.482 sec,-1.31891042864124
18.483 sec,-1.31199890470553
18.484 sec,-1.30514744568394
18.485 sec,-1.29835674257814
18.486 sec,-1.29162748040831
18.487 sec,-1.28496033814512
18.488 sec,-1.27835598864231
18.489 sec,-1.27181509856978
18.49 sec,-1.26533832834729
18.491 sec,-1.25892633207876
18.492 sec,-1.25257975748706
18.493 sec,-1.24629924584953
18.494 sec,-1.24008543193395
18.495 sec,-1.23393894393532
18.496 sec,-1.22786040341295
18.497 sec,-1.22185042522854
18.498 sec,-1.21590961748456
18.499 sec,-1.21003858146341
18.5 sec,-1.2042379115673
18.501 sec,-1.19850819525854
18.502 sec,-1.19285001300073
18.503 sec,-1.18726393820043
18.504 sec,-1.18175053714957
18.505 sec,-1.17631036896854
18.506 sec,-1.1709439855499
18.507 sec,-1.16565193150282
18.508 sec,-1.16043474409818
18.509 sec,-1.15529295321435
18.51 sec,-1.15022708128371
18.511 sec,-1.14523764323983
18.512 sec,-1.14032514646538
18.513 sec,-1.13549009074073
18.514 sec,-1.13073296819333
18.515 sec,-1.12605426324774
18.516 sec,-1.12145445257642
18.517 sec,-1.11693400505125
18.518 sec,-1.11249338169583
18.519 sec,-1.10813303563846
18.52 sec,-1.10385341206588
18.521 sec,-1.09965494817784
18.522 sec,-1.09553807314233
18.523 sec,-1.0915032080516
18.524 sec,-1.08755076587902
18.525 sec,-1.08368115143661
18.526 sec,-1.07989476133341
18.527 sec,-1.07619198393462
18.528 sec,-1.07257319932153
18.529 sec,-1.06903877925222
18.53 sec,-1.06558908712307
18.531 sec,-1.06222447793106
18.532 sec,-1.05894529823691
18.533 sec,-1.05575188612895
18.534 sec,-1.0526445711879
18.535 sec,-1.04962367445238
18.536 sec,-1.04668950838526
18.537 sec,-1.04384237684086
18.538 sec,-1.04108257503295
18.539 sec,-1.03841038950362
18.54 sec,-1.03582609809288
18.541 sec,-1.03332996990921
18.542 sec,-1.03092226530091
18.543 sec,-1.02860323582827
18.544 sec,-1.02637312423656
18.545 sec,-1.02423216443001
18.546 sec,-1.02218058144642
18.547 sec,-1.02021859143282
18.548 sec,-1.01834640162189
18.549 sec,-1.01656421030926
18.55 sec,-1.01487220683164
18.551 sec,-1.0132705715459
18.552 sec,-1.01175947580892
18.553 sec,-1.01033908195834
18.554 sec,-1.00900954329426
18.555 sec,-1.00777100406165
18.556 sec,-1.0066235994338
18.557 sec,-1.00556745549657
18.558 sec,-1.00460268923348
18.559 sec,-1.00372940851179
18.56 sec,-1.00294771206935
18.561 sec,-1.00225768950243
18.562 sec,-1.00165942125435
18.563 sec,-1.00115297860509
18.564 sec,-1.00073842366168
18.565 sec,-1.00041580934958
18.566 sec,-1.0001851794049
18.567 sec,-1.00004656836751
18.568 sec,-1.00000000157509
18.569 sec,-1.000045495158
18.57 sec,-1.00018305603512
18.571 sec,-1.00041268191051
18.572 sec,-1.00073436127108
18.573 sec,-1.00114807338501
18.574 sec,-1.0016537883012
18.575 sec,-1.00225146684955
18.576 sec,-1.00294106064211
18.577 sec,-1.00372251207525
18.578 sec,-1.00459575433257
18.579 sec,-1.00556071138887
18.58 sec,-1.00661729801485
18.581 sec,-1.00776541978287
18.582 sec,-1.0090049730735
18.583 sec,-1.01033584508302
18.584 sec,-1.01175791383177
18.585 sec,-1.0132710481735
18.586 sec,-1.01487510780547
18.587 sec,-1.01656994327958
18.588 sec,-1.01835539601429
18.589 sec,-1.02023129830754
18.59 sec,-1.02219747335047
18.591 sec,-1.02425373524208
18.592 sec,-1.02639988900478
18.593 sec,-1.0286357306008
18.594 sec,-1.03096104694957
18.595 sec,-1.03337561594586
18.596 sec,-1.03587920647892
18.597 sec,-1.03847157845244
18.598 sec,-1.04115248280547
18.599 sec,-1.0439216615341
18.6 sec,-1.04677884771409
18.601 sec,-1.04972376552446
18.602 sec,-1.05275613027176
18.603 sec,-1.05587564841541
18.604 sec,-1.05908201759377
18.605 sec,-1.06237492665118
18.606 sec,-1.0657540556658
18.607 sec,-1.06921907597835
18.608 sec,-1.07276965022169
18.609 sec,-1.07640543235128
18.61 sec,-1.08012606767648
18.611 sec,-1.08393119289272
18.612 sec,-1.08782043611452
18.613 sec,-1.09179341690936
18.614 sec,-1.09584974633232
18.615 sec,-1.09998902696171
18.616 sec,-1.10421085293544
18.617 sec,-1.10851480998823
18.618 sec,-1.11290047548968
18.619 sec,-1.11736741848313
18.62 sec,-1.12191519972541
18.621 sec,-1.12654337172737
18.622 sec,-1.13125147879519
18.623 sec,-1.13603905707261
18.624 sec,-1.14090563458386
18.625 sec,-1.14585073127749
18.626 sec,-1.1508738590709
18.627 sec,-1.15597452189578
18.628 sec,-1.16115221574426
18.629 sec,-1.16640642871589
18.63 sec,-1.17173664106542
18.631 sec,-1.17714232525131
18.632 sec,-1.18262294598503
18.633 sec,-1.18817796028122
18.634 sec,-1.19380681750848
18.635 sec,-1.19950895944097
18.636 sec,-1.20528382031091
18.637 sec,-1.21113082686157
18.638 sec,-1.21704939840122
18.639 sec,-1.22303894685776
18.64 sec,-1.22909887683405
18.641 sec,-1.23522858566403
18.642 sec,-1.24142746346952
18.643 sec,-1.24769489321781
18.644 sec,-1.25403025077985
18.645 sec,-1.2604329049893
18.646 sec,-1.26690221770212
18.647 sec,-1.27343754385708
18.648 sec,-1.2800382315367
18.649 sec,-1.2867036220291
18.65 sec,-1.29343304989045
18.651 sec,-1.30022584300801
18.652 sec,-1.30708132266403
18.653 sec,-1.31399880360016
18.654 sec,-1.32097759408255
18.655 sec,-1.32801699596767
18.656 sec,-1.33511630476872
18.657 sec,-1.34227480972269
18.658 sec,-1.34949179385802
18.659 sec,-1.35676653406295
18.66 sec,-1.3640983011545
18.661 sec,-1.37148635994796
18.662 sec,-1.3789299693271
18.663 sec,-1.38642838231494
18.664 sec,-1.39398084614507
18.665 sec,-1.40158660233365
18.666 sec,-1.40924488675191
18.667 sec,-1.41695492969926
18.668 sec,-1.42471595597698
18.669 sec,-1.43252718496238
18.67 sec,-1.44038783068373
18.671 sec,-1.4482971018954
18.672 sec,-1.45625420215391
18.673 sec,-1.46425832989415
18.674 sec,-1.47230867850647
18.675 sec,-1.480404436414
18.676 sec,-1.48854478715065
18.677 sec,-1.49672890943954
18.678 sec,-1.50495597727197
18.679 sec,-1.51322515998677
18.68 sec,-1.5215356223503
18.681 sec,-1.5298865246368
18.682 sec,-1.53827702270914
18.683 sec,-1.5467062681003
18.684 sec,-1.55517340809492
18.685 sec,-1.56367758581162
18.686 sec,-1.5722179402855
18.687 sec,-1.58079360655128
18.688 sec,-1.58940371572671
18.689 sec,-1.59804739509638
18.69 sec,-1.60672376819609
18.691 sec,-1.61543195489737
18.692 sec,-1.62417107149261
18.693 sec,-1.63294023078046
18.694 sec,-1.64173854215154
18.695 sec,-1.65056511167462
18.696 sec,-1.65941904218312
18.697 sec,-1.66829943336184
18.698 sec,-1.67720538183426
18.699 sec,-1.68613598124987
18.7 sec,-1.69509032237208
18.701 sec,-1.70406749316624
18.702 sec,-1.71306657888811
18.703 sec,-1.72208666217252
18.704 sec,-1.73112682312235
18.705 sec,-1.74018613939774
18.706 sec,-1.74926368630563
18.707 sec,-1.75835853688957
18.708 sec,-1.76746976201966
18.709 sec,-1.7765964304828
18.71 sec,-1.78573760907325
18.711 sec,-1.79489236268323
18.712 sec,-1.8040597543939
18.713 sec,-1.81323884556643
18.714 sec,-1.82242869593332
18.715 sec,-1.83162836368993
18.716 sec,-1.84083690558608
18.717 sec,-1.8500533770179
18.718 sec,-1.85927683211988
18.719 sec,-1.8685063238569
18.72 sec,-1.87774090411662
18.721 sec,-1.88697962380183
18.722 sec,-1.89622153292297
18.723 sec,-1.90546568069085
18.724 sec,-1.91471111560926
18.725 sec,-1.92395688556797
18.726 sec,-1.93320203793552
18.727 sec,-1.94244561965229
18.728 sec,-1.95168667732358
18.729 sec,-1.9609242573127
18.73 sec,-1.97015740583416
18.731 sec,-1.97938516904689
18.732 sec,-1.98860659314748
18.733 sec,-1.99782072446343
18.734 sec,-2.00702660954646
18.735 sec,-2.01622329526573
18.736 sec,-2.0254098289012
18.737 sec,-2.03458525823684
18.738 sec,-2.04374863165381
18.739 sec,-2.05289899822378
18.74 sec,-2.06203540780199
18.741 sec,-2.07115691112036
18.742 sec,-2.0802625598806
18.743 sec,-2.08935140684709
18.744 sec,-2.09842250593983
18.745 sec,-2.10747491232725
18.746 sec,-2.11650768251885
18.747 sec,-2.12551987445783
18.748 sec,-2.13451054761361
18.749 sec,-2.14347876307408
18.75 sec,-2.15242358363797
18.751 sec,-2.16134407390677
18.752 sec,-2.1702393003767
18.753 sec,-2.17910833153054
18.754 sec,-2.18795023792913
18.755 sec,-2.1967640923028
18.756 sec,-2.20554896964261
18.757 sec,-2.21430394729132
18.758 sec,-2.22302810503427
18.759 sec,-2.23172052518989
18.76 sec,-2.24038029270014
18.761 sec,-2.24900649522059
18.762 sec,-2.25759822321035
18.763 sec,-2.26615457002169
18.764 sec,-2.27467463198944
18.765 sec,-2.28315750852004
18.766 sec,-2.29160230218038
18.767 sec,-2.3000081187864
18.768 sec,-2.30837406749127
18.769 sec,-2.31669926087337
18.77 sec,-2.32498281502385
18.771 sec,-2.33322384963397
18.772 sec,-2.34142148808211
18.773 sec,-2.3495748575203
18.774 sec,-2.35768308896057
18.775 sec,-2.36574531736083
18.776 sec,-2.37376068171047
18.777 sec,-2.38172832511551
18.778 sec,-2.38964739488336
18.779 sec,-2.39751704260732
18.78 sec,-2.40533642425047
18.781 sec,-2.41310470022934
18.782 sec,-2.42082103549709
18.783 sec,-2.42848459962625
18.784 sec,-2.43609456689099
18.785 sec,-2.4436501163491
18.786 sec,-2.45115043192329
18.787 sec,-2.45859470248232
18.788 sec,-2.46598212192135
18.789 sec,-2.47331188924207
18.79 sec,-2.48058320863221
18.791 sec,-2.48779528954461
18.792 sec,-2.49494734677578
18.793 sec,-2.5020386005439
18.794 sec,-2.50906827656648
18.795 sec,-2.51603560613726
18.796 sec,-2.52293982620275
18.797 sec,-2.5297801794382
18.798 sec,-2.53655591432297
18.799 sec,-2.5432662852154
18.8 sec,-2.54991055242713
18.801 sec,-2.55648798229678
18.802 sec,-2.56299784726314
18.803 sec,-2.56943942593774
18.804 sec,-2.5758120031768
18.805 sec,-2.58211487015266
18.806 sec,-2.58834732442454
18.807 sec,-2.59450867000871
18.808 sec,-2.60059821744804
18.809 sec,-2.60661528388096
18.81 sec,-2.6125591931097
18.811 sec,-2.61842927566802
18.812 sec,-2.62422486888812
18.813 sec,-2.62994531696711
18.814 sec,-2.63558997103265
18.815 sec,-2.64115818920801
18.816 sec,-2.64664933667639
18.817 sec,-2.65206278574463
18.818 sec,-2.65739791590624
18.819 sec,-2.66265411390364
18.82 sec,-2.66783077378984
18.821 sec,-2.67292729698927
18.822 sec,-2.67794309235804
18.823 sec,-2.68287757624336
18.824 sec,-2.68773017254234
18.825 sec,-2.69250031275998
18.826 sec,-2.69718743606652
18.827 sec,-2.70179098935388
18.828 sec,-2.70631042729157
18.829 sec,-2.71074521238171
18.83 sec,-2.71509481501332
18.831 sec,-2.71935871351581
18.832 sec,-2.72353639421184
18.833 sec,-2.72762735146921
18.834 sec,-2.73163108775214
18.835 sec,-2.73554711367167
18.836 sec,-2.73937494803529
18.837 sec,-2.74311411789579
18.838 sec,-2.74676415859929
18.839 sec,-2.75032461383252
18.84 sec,-2.75379503566919
18.841 sec,-2.75717498461565
18.842 sec,-2.76046402965566
18.843 sec,-2.76366174829437
18.844 sec,-2.76676772660145
18.845 sec,-2.76978155925343
18.846 sec,-2.77270284957515
18.847 sec,-2.7755312095804
18.848 sec,-2.77826626001171
18.849 sec,-2.78090763037927
18.85 sec,-2.78345495899906
18.851 sec,-2.78590789303001
18.852 sec,-2.78826608851044
